snapshot_date,store_id,sku_id,stock_level,reorder_point,days_of_supply,is_below_reorder,is_stockout_risk,overstock_flag,inventory_value
2024-06-30,STR-001,SKU-1002,1596,91,862.7,0,0,0,1301107.08
2023-01-01,STR-001,SKU-1003,5,77,0.8,1,1,0,9890.85
2023-01-15,STR-001,SKU-1003,882,77,125.5,0,0,0,1744745.94
2023-01-29,STR-001,SKU-1003,389,77,34.4,0,0,0,769508.13
2023-02-12,STR-001,SKU-1003,571,77,86.2,0,0,0,1129535.07
2023-02-26,STR-001,SKU-1003,1022,77,125.1,0,0,1,2021689.74
2023-03-12,STR-001,SKU-1003,190,77,127.7,0,0,0,375852.3
2023-03-26,STR-001,SKU-1003,476,77,45.9,0,0,0,941608.92
2023-04-09,STR-001,SKU-1003,751,77,66.5,0,0,0,1485605.67
2023-04-23,STR-001,SKU-1003,462,77,258.0,0,0,0,913914.54
2023-05-07,STR-001,SKU-1003,1009,77,200.2,0,0,1,1995973.53
2023-05-21,STR-001,SKU-1003,739,77,81.1,0,0,0,1461867.63
2023-06-04,STR-001,SKU-1003,334,77,62.8,0,0,0,660708.78
2023-06-18,STR-001,SKU-1003,278,77,33.7,0,0,0,549931.26
2023-07-02,STR-001,SKU-1003,993,77,128.1,0,0,1,1964322.81
2023-07-16,STR-001,SKU-1003,300,77,26.1,0,0,0,593451.0
2023-07-30,STR-001,SKU-1003,726,77,71.3,0,0,0,1436151.42
2023-08-13,STR-001,SKU-1003,321,77,38.7,0,0,0,634992.57
2023-08-27,STR-001,SKU-1003,484,77,42.7,0,0,0,957434.28
2023-09-10,STR-001,SKU-1003,841,77,101.4,0,0,0,1663640.97
2023-09-24,STR-001,SKU-1003,44,77,4.0,1,0,0,87039.48
2023-10-08,STR-001,SKU-1003,244,77,29.1,0,0,0,482673.48
2023-10-22,STR-001,SKU-1003,706,77,70.2,0,0,0,1396588.02
2023-11-05,STR-001,SKU-1003,649,77,66.5,0,0,0,1283832.33
2023-11-19,STR-001,SKU-1003,45,77,6.4,1,0,0,89017.65
2023-12-03,STR-001,SKU-1003,388,77,35.5,0,0,0,767529.96
2023-12-17,STR-001,SKU-1003,122,77,16.5,0,0,0,241336.74
2023-12-31,STR-001,SKU-1003,357,77,49.1,0,0,0,706206.69
2024-01-14,STR-001,SKU-1003,413,77,35.3,0,0,0,816984.21
2024-01-28,STR-001,SKU-1003,1033,77,178.6,0,0,1,2043449.61
2024-02-11,STR-001,SKU-1003,999,77,363.3,0,0,1,1976191.83
2024-02-25,STR-001,SKU-1003,129,77,15.1,0,0,0,255183.93
2024-03-10,STR-001,SKU-1003,24,77,6.8,1,1,0,47476.08
2024-03-24,STR-001,SKU-1003,768,77,64.4,0,0,0,1519234.56
2024-04-07,STR-001,SKU-1003,1068,77,188.3,0,0,1,2112685.56
2024-04-21,STR-001,SKU-1003,15,77,2.4,1,1,0,29672.55
2024-05-05,STR-001,SKU-1003,918,77,846.3,0,0,0,1815960.06
2024-05-19,STR-001,SKU-1003,91,77,12.5,0,0,0,180013.47
2024-06-02,STR-001,SKU-1003,403,77,34.7,0,0,0,797202.51
2024-06-16,STR-001,SKU-1003,830,77,94.9,0,0,0,1641881.1
2024-06-30,STR-001,SKU-1003,361,77,77.4,0,0,0,714119.37
2023-01-01,STR-001,SKU-1004,8,74,0.7,1,1,0,473.28
2023-01-15,STR-001,SKU-1004,376,74,47.0,0,0,0,22244.16
2023-01-29,STR-001,SKU-1004,290,74,33.0,0,0,0,17156.4
2023-02-12,STR-001,SKU-1004,978,74,371.4,0,0,1,57858.48
2023-02-26,STR-001,SKU-1004,414,74,50.2,0,0,0,24492.24
2023-03-12,STR-001,SKU-1004,1015,74,262.8,0,0,1,60047.4
2023-03-26,STR-001,SKU-1004,187,74,36.1,0,0,0,11062.92
2023-04-09,STR-001,SKU-1004,130,74,13.4,0,0,0,7690.8
2023-04-23,STR-001,SKU-1004,747,74,74.4,0,0,0,44192.52
2023-05-07,STR-001,SKU-1004,489,74,43.7,0,0,0,28929.24
2023-05-21,STR-001,SKU-1004,44,74,5.8,1,0,0,2603.04
2023-06-04,STR-001,SKU-1004,370,74,69.3,0,0,0,21889.2
2023-06-18,STR-001,SKU-1004,650,74,77.3,0,0,0,38454.0
2023-07-02,STR-001,SKU-1004,731,74,85.4,0,0,0,43245.96
2023-07-16,STR-001,SKU-1004,81,74,9.1,0,0,0,4791.96
2023-07-30,STR-001,SKU-1004,885,74,726.3,0,0,0,52356.6
2023-08-13,STR-001,SKU-1004,321,74,47.3,0,0,0,18990.36
2023-08-27,STR-001,SKU-1004,348,74,115.4,0,0,0,20587.68
2023-09-10,STR-001,SKU-1004,488,74,214.2,0,0,0,28870.08
2023-09-24,STR-001,SKU-1004,380,74,38.4,0,0,0,22480.8
2023-10-08,STR-001,SKU-1004,95,74,13.0,0,0,0,5620.2
2023-10-22,STR-001,SKU-1004,806,74,212.5,0,0,0,47682.96
2023-11-05,STR-001,SKU-1004,210,74,20.3,0,0,0,12423.6
2023-11-19,STR-001,SKU-1004,689,74,220.5,0,0,0,40761.24
2023-12-03,STR-001,SKU-1004,321,74,26.8,0,0,0,18990.36
2023-12-17,STR-001,SKU-1004,11,74,1.1,1,1,0,650.76
2023-12-31,STR-001,SKU-1004,902,74,155.2,0,0,0,53362.32
2024-01-14,STR-001,SKU-1004,243,74,29.3,0,0,0,14375.88
2024-01-28,STR-001,SKU-1004,670,74,385.1,0,0,0,39637.2
2024-02-11,STR-001,SKU-1004,792,74,217.4,0,0,0,46854.72
2024-02-25,STR-001,SKU-1004,521,74,69.4,0,0,0,30822.36
2024-03-10,STR-001,SKU-1004,728,74,493.7,0,0,0,43068.48
2024-03-24,STR-001,SKU-1004,886,74,433.0,0,0,0,52415.76
2024-04-07,STR-001,SKU-1004,34,74,3.5,1,1,0,2011.44
2024-04-21,STR-001,SKU-1004,383,74,40.3,0,0,0,22658.28
2024-05-05,STR-001,SKU-1004,383,74,72.6,0,0,0,22658.28
2024-05-19,STR-001,SKU-1004,724,74,78.4,0,0,0,42831.84
2024-06-02,STR-001,SKU-1004,9,74,1.2,1,1,0,532.44
2024-06-16,STR-001,SKU-1004,1048,74,137.9,0,0,1,61999.68
2024-06-30,STR-001,SKU-1004,578,74,89.0,0,0,0,34194.48
2023-01-01,STR-001,SKU-1005,350,33,48.3,0,0,0,1206625.0
2023-01-15,STR-001,SKU-1005,367,33,116.2,0,0,0,1265232.5
2023-01-29,STR-001,SKU-1005,49,33,14.6,0,0,0,168927.5
2023-02-12,STR-001,SKU-1005,563,33,140.9,0,0,0,1940942.5
2023-02-26,STR-001,SKU-1005,1189,33,101.6,0,0,1,4099077.5
2023-03-12,STR-001,SKU-1005,537,33,53.8,0,0,0,1851307.5
2023-03-26,STR-001,SKU-1005,261,33,23.1,0,0,0,899797.5
2023-04-09,STR-001,SKU-1005,796,33,89.0,0,0,0,2744210.0
2023-04-23,STR-001,SKU-1005,652,33,227.3,0,0,0,2247770.0
2023-05-07,STR-001,SKU-1005,982,33,158.1,0,0,0,3385445.0
2023-05-21,STR-001,SKU-1005,707,33,373.4,0,0,0,2437382.5
2023-06-04,STR-001,SKU-1005,1039,33,184.6,0,0,0,3581952.5
2023-06-18,STR-001,SKU-1005,565,33,51.6,0,0,0,1947837.5
2023-07-02,STR-001,SKU-1005,487,33,104.3,0,0,0,1678932.5
2023-07-16,STR-001,SKU-1005,289,33,24.9,0,0,0,996327.5
2023-07-30,STR-001,SKU-1005,314,33,47.5,0,0,0,1082515.0
2023-08-13,STR-001,SKU-1005,1204,33,372.0,0,0,1,4150790.0
2023-08-27,STR-001,SKU-1005,498,33,73.7,0,0,0,1716855.0
2023-09-10,STR-001,SKU-1005,151,33,69.6,0,0,0,520572.5
2023-09-24,STR-001,SKU-1005,1200,33,271.5,0,0,1,4137000.0
2023-10-08,STR-001,SKU-1005,1228,33,174.5,0,0,1,4233530.0
2023-10-22,STR-001,SKU-1005,1008,33,121.3,0,0,0,3475080.0
2023-11-05,STR-001,SKU-1005,772,33,75.7,0,0,0,2661470.0
2023-11-19,STR-001,SKU-1005,1235,33,418.1,0,0,1,4257662.5
2023-12-03,STR-001,SKU-1005,198,33,17.8,0,0,0,682605.0
2023-12-17,STR-001,SKU-1005,1266,33,154.7,0,0,1,4364535.0
2023-12-31,STR-001,SKU-1005,487,33,81.0,0,0,0,1678932.5
2024-01-14,STR-001,SKU-1005,1243,33,164.4,0,0,1,4285242.5
2024-01-28,STR-001,SKU-1005,853,33,630.3,0,0,0,2940717.5
2024-02-11,STR-001,SKU-1005,652,33,59.6,0,0,0,2247770.0
2024-02-25,STR-001,SKU-1005,150,33,22.3,0,0,0,517125.0
2024-03-10,STR-001,SKU-1005,713,33,61.7,0,0,0,2458067.5
2024-03-24,STR-001,SKU-1005,600,33,72.2,0,0,0,2068500.0
2024-04-07,STR-001,SKU-1005,180,33,24.4,0,0,0,620550.0
2024-04-21,STR-001,SKU-1005,1255,33,142.6,0,0,1,4326612.5
2024-05-05,STR-001,SKU-1005,46,33,5.2,0,0,0,158585.0
2024-05-19,STR-001,SKU-1005,479,33,72.0,0,0,0,1651352.5
2024-06-02,STR-001,SKU-1005,490,33,50.3,0,0,0,1689275.0
2024-06-16,STR-001,SKU-1005,1176,33,452.0,0,0,1,4054260.0
2024-06-30,STR-001,SKU-1005,693,33,157.0,0,0,0,2389117.5
2023-01-01,STR-001,SKU-1006,36,25,3.7,0,0,0,110032.92
2023-01-15,STR-001,SKU-1006,652,25,68.0,0,0,0,1992818.44
2023-01-29,STR-001,SKU-1006,577,25,97.3,0,0,0,1763583.19
2023-02-12,STR-001,SKU-1006,1260,25,657.3,0,0,0,3851152.2
2023-02-26,STR-001,SKU-1006,469,25,100.1,0,0,0,1433484.43
2023-03-12,STR-001,SKU-1006,1330,25,285.0,0,0,1,4065105.1
2023-03-26,STR-001,SKU-1006,1226,25,690.3,0,0,0,3747232.22
2023-04-09,STR-001,SKU-1006,852,25,121.1,0,0,0,2604112.44
2023-04-23,STR-001,SKU-1006,482,25,75.6,0,0,0,1473218.54
2023-05-07,STR-001,SKU-1006,818,25,118.5,0,0,0,2500192.46
2023-05-21,STR-001,SKU-1006,787,25,242.0,0,0,0,2405441.89
2023-06-04,STR-001,SKU-1006,235,25,20.4,0,0,0,718270.45
2023-06-18,STR-001,SKU-1006,1219,25,645.6,0,0,0,3725836.93
2023-07-02,STR-001,SKU-1006,230,25,23.9,0,0,0,702988.1
2023-07-16,STR-001,SKU-1006,607,25,214.7,0,0,0,1855277.29
2023-07-30,STR-001,SKU-1006,501,25,381.4,0,0,0,1531291.47
2023-08-13,STR-001,SKU-1006,1100,25,175.5,0,0,0,3362117.0
2023-08-27,STR-001,SKU-1006,1439,25,493.4,0,0,1,4398260.33
2023-09-10,STR-001,SKU-1006,370,25,58.7,0,0,0,1130893.9
2023-09-24,STR-001,SKU-1006,1284,25,298.5,0,0,0,3924507.48
2023-10-08,STR-001,SKU-1006,244,25,20.5,0,0,0,745778.68
2023-10-22,STR-001,SKU-1006,362,25,218.0,0,0,0,1106442.14
2023-11-05,STR-001,SKU-1006,335,25,50.6,0,0,0,1023917.45
2023-11-19,STR-001,SKU-1006,475,25,64.7,0,0,0,1451823.25
2023-12-03,STR-001,SKU-1006,753,25,135.3,0,0,0,2301521.91
2023-12-17,STR-001,SKU-1006,83,25,22.2,0,0,0,253687.01
2023-12-31,STR-001,SKU-1006,814,25,365.1,0,0,0,2487966.58
2024-01-14,STR-001,SKU-1006,574,25,268.1,0,0,0,1754413.78
2024-01-28,STR-001,SKU-1006,1189,25,151.3,0,0,0,3634142.83
2024-02-11,STR-001,SKU-1006,376,25,203.2,0,0,0,1149232.72
2024-02-25,STR-001,SKU-1006,136,25,12.1,0,0,0,415679.92
2024-03-10,STR-001,SKU-1006,868,25,783.0,0,0,0,2653015.96
2024-03-24,STR-001,SKU-1006,720,25,246.6,0,0,0,2200658.4
2024-04-07,STR-001,SKU-1006,903,25,743.9,0,0,0,2759992.41
2024-04-21,STR-001,SKU-1006,1312,25,322.0,0,0,1,4010088.64
2024-05-05,STR-001,SKU-1006,1243,25,312.9,0,0,0,3799192.21
2024-05-19,STR-001,SKU-1006,17,25,2.6,1,0,0,51959.99
2024-06-02,STR-001,SKU-1006,458,25,116.5,0,0,0,1399863.26
2024-06-16,STR-001,SKU-1006,1108,25,122.2,0,0,0,3386568.76
2024-06-30,STR-001,SKU-1006,282,25,57.3,0,0,0,861924.54
2023-01-01,STR-001,SKU-1007,1024,30,111.0,0,0,1,3588280.32
2023-01-15,STR-001,SKU-1007,1069,30,99.3,0,0,1,3745968.42
2023-01-29,STR-001,SKU-1007,394,30,52.6,0,0,0,1380646.92
2023-02-12,STR-001,SKU-1007,162,30,14.5,0,0,0,567677.16
2023-02-26,STR-001,SKU-1007,212,30,77.4,0,0,0,742886.16
2023-03-12,STR-001,SKU-1007,1067,30,193.6,0,0,1,3738960.06
2023-03-26,STR-001,SKU-1007,994,30,83.0,0,0,1,3483154.92
2023-04-09,STR-001,SKU-1007,623,30,53.1,0,0,0,2183104.14
2023-04-23,STR-001,SKU-1007,180,30,73.2,0,0,0,630752.4
2023-05-07,STR-001,SKU-1007,72,30,10.7,0,0,0,252300.96
2023-05-21,STR-001,SKU-1007,1034,30,110.9,0,0,1,3623322.12
2023-06-04,STR-001,SKU-1007,576,30,48.4,0,0,0,2018407.68
2023-06-18,STR-001,SKU-1007,803,30,77.3,0,0,0,2813856.54
2023-07-02,STR-001,SKU-1007,511,30,45.4,0,0,0,1790635.98
2023-07-16,STR-001,SKU-1007,36,30,8.6,0,0,0,126150.48
2023-07-30,STR-001,SKU-1007,566,30,124.6,0,0,0,1983365.88
2023-08-13,STR-001,SKU-1007,767,30,137.1,0,0,0,2687706.06
2023-08-27,STR-001,SKU-1007,120,30,45.6,0,0,0,420501.6
2023-09-10,STR-001,SKU-1007,777,30,118.0,0,0,0,2722747.86
2023-09-24,STR-001,SKU-1007,977,30,97.3,0,0,0,3423583.86
2023-10-08,STR-001,SKU-1007,550,30,106.0,0,0,0,1927299.0
2023-10-22,STR-001,SKU-1007,972,30,229.3,0,0,0,3406062.96
2023-11-05,STR-001,SKU-1007,483,30,138.5,0,0,0,1692518.94
2023-11-19,STR-001,SKU-1007,955,30,82.1,0,0,0,3346491.9
2023-12-03,STR-001,SKU-1007,747,30,63.9,0,0,0,2617622.46
2023-12-17,STR-001,SKU-1007,154,30,99.1,0,0,0,539643.72
2023-12-31,STR-001,SKU-1007,35,30,6.0,0,0,0,122646.3
2024-01-14,STR-001,SKU-1007,480,30,281.3,0,0,0,1682006.4
2024-01-28,STR-001,SKU-1007,932,30,97.9,0,0,0,3265895.76
2024-02-11,STR-001,SKU-1007,256,30,74.4,0,0,0,897070.08
2024-02-25,STR-001,SKU-1007,283,30,31.6,0,0,0,991682.94
2024-03-10,STR-001,SKU-1007,920,30,252.6,0,0,0,3223845.6
2024-03-24,STR-001,SKU-1007,229,30,130.5,0,0,0,802457.22
2024-04-07,STR-001,SKU-1007,850,30,177.2,0,0,0,2978553.0
2024-04-21,STR-001,SKU-1007,58,30,14.7,0,0,0,203242.44
2024-05-05,STR-001,SKU-1007,65,30,35.0,0,0,0,227771.7
2024-05-19,STR-001,SKU-1007,168,30,14.9,0,0,0,588702.24
2024-06-02,STR-001,SKU-1007,738,30,107.5,0,0,0,2586084.84
2024-06-16,STR-001,SKU-1007,762,30,88.5,0,0,0,2670185.16
2024-06-30,STR-001,SKU-1007,311,30,47.6,0,0,0,1089799.98
2023-01-01,STR-001,SKU-1008,1124,93,145.9,0,0,0,2518209.6
2023-01-15,STR-001,SKU-1008,272,93,41.6,0,0,0,609388.8
2023-01-29,STR-001,SKU-1008,1200,93,122.1,0,0,0,2688480.0
2023-02-12,STR-001,SKU-1008,1784,93,177.6,0,0,1,3996873.6
2023-02-26,STR-001,SKU-1008,951,93,108.2,0,0,0,2130620.4
2023-03-12,STR-001,SKU-1008,1010,93,283.3,0,0,0,2262804.0
2023-03-26,STR-001,SKU-1008,694,93,588.2,0,0,0,1554837.6
2023-04-09,STR-001,SKU-1008,1567,93,289.5,0,0,0,3510706.8
2023-04-23,STR-001,SKU-1008,1670,93,561.4,0,0,0,3741468.0
2023-05-07,STR-001,SKU-1008,949,93,89.7,0,0,0,2126139.6
2023-05-21,STR-001,SKU-1008,723,93,68.3,0,0,0,1619809.2
2023-06-04,STR-001,SKU-1008,53,93,4.5,1,0,0,118741.2
2023-06-18,STR-001,SKU-1008,450,93,38.4,0,0,0,1008180.0
2023-07-02,STR-001,SKU-1008,205,93,32.5,0,0,0,459282.0
2023-07-16,STR-001,SKU-1008,453,93,112.2,0,0,0,1014901.2
2023-07-30,STR-001,SKU-1008,235,93,42.2,0,0,0,526494.0
2023-08-13,STR-001,SKU-1008,337,93,31.6,0,0,0,755014.8
2023-08-27,STR-001,SKU-1008,1601,93,276.0,0,0,0,3586880.4
2023-09-10,STR-001,SKU-1008,319,93,74.3,0,0,0,714687.6
2023-09-24,STR-001,SKU-1008,1425,93,129.8,0,0,0,3192570.0
2023-10-08,STR-001,SKU-1008,177,93,19.5,0,0,0,396550.8
2023-10-22,STR-001,SKU-1008,640,93,95.4,0,0,0,1433856.0
2023-11-05,STR-001,SKU-1008,204,93,81.0,0,0,0,457041.6
2023-11-19,STR-001,SKU-1008,954,93,241.0,0,0,0,2137341.6
2023-12-03,STR-001,SKU-1008,1417,93,260.9,0,0,0,3174646.8
2023-12-17,STR-001,SKU-1008,1050,93,560.0,0,0,0,2352420.0
2023-12-31,STR-001,SKU-1008,862,93,88.9,0,0,0,1931224.8
2024-01-14,STR-001,SKU-1008,1876,93,272.1,0,0,1,4202990.4
2024-01-28,STR-001,SKU-1008,403,93,101.3,0,0,0,902881.2
2024-02-11,STR-001,SKU-1008,193,93,165.7,0,0,0,432397.2
2024-02-25,STR-001,SKU-1008,920,93,142.2,0,0,0,2061168.0
2024-03-10,STR-001,SKU-1008,1701,93,198.7,0,0,0,3810920.4
2024-03-24,STR-001,SKU-1008,449,93,92.4,0,0,0,1005939.6
2024-04-07,STR-001,SKU-1008,1940,93,241.7,0,0,1,4346376.0
2024-04-21,STR-001,SKU-1008,1592,93,445.1,0,0,0,3566716.8
2024-05-05,STR-001,SKU-1008,895,93,131.5,0,0,0,2005158.0
2024-05-19,STR-001,SKU-1008,1304,93,113.7,0,0,0,2921481.6
2024-06-02,STR-001,SKU-1008,1600,93,409.1,0,0,0,3584640.0
